user_id,user_budget,user_preferensi,menu_id,cocok
193,25000,snack,22,0
194,10000,snack,4,0
195,20000,paket,25,1
196,35000,paket,1,0
197,75000,makanan,5,0
198,20000,nasi,8,0
199,35000,snack,7,0
200,25000,paket,4,1
201,20000,snackbox,2,0
202,50000,paket,4,1
203,10000,snack,21,0
204,15000,paket,4,0
205,15000,snack,6,0
206,75000,dessert,10,1
207,50000,snack,15,0
208,15000,snackbox,23,0
209,100000,snackbox,12,0
210,50000,nasi,13,0
211,100000,snackbox,9,1
212,20000,dessert,13,0
213,35000,makanan,12,0
214,35000,snackbox,23,0
215,25000,paket,4,0
216,75000,dessert,24,0
217,75000,nasi,19,1
218,10000,nasi,13,0
219,10000,dessert,3,0
220,25000,paket,22,0
221,15000,dessert,22,0
222,100000,paket,19,1
223,35000,snackbox,7,0
224,100000,dessert,4,1
225,75000,snack,21,1
226,35000,dessert,18,1
227,10000,dessert,13,0
228,100000,paket,15,0
229,35000,snack,25,0
230,15000,makanan,18,0
231,50000,makanan,24,0
232,100000,nasi,8,0
233,100000,nasi,9,1
234,35000,snackbox,22,0
235,50000,snack,7,1
236,35000,snackbox,8,1
237,15000,paket,3,0
238,15000,dessert,1,1
239,15000,nasi,21,0
240,75000,paket,9,0
241,20000,snack,20,0
242,75000,dessert,8,0
243,20000,dessert,2,1
244,10000,nasi,10,0
245,75000,snackbox,6,0
246,100000,snackbox,25,0
247,20000,snack,15,0
248,20000,snackbox,21,0
249,15000,paket,15,0
250,75000,snackbox,25,0
251,20000,snackbox,23,0
252,25000,makanan,13,0
253,50000,nasi,7,0
254,75000,snack,22,0
255,15000,nasi,18,0
256,35000,snack,15,1
257,10000,snack,12,0
258,10000,snackbox,10,0
259,15000,nasi,12,0
260,20000,dessert,22,0
261,20000,snack,4,0
262,50000,dessert,2,1
263,35000,paket,21,0
264,100000,snackbox,15,1
265,35000,snackbox,21,1
266,10000,nasi,17,0
267,10000,snack,8,1
268,50000,snack,10,1
269,20000,nasi,1,0
270,100000,snack,25,0
271,50000,snack,3,1
272,25000,paket,18,0
273,20000,snack,21,0
274,100000,snack,20,1
275,75000,snack,6,0
276,50000,snackbox,24,0
277,15000,paket,19,0
278,100000,dessert,23,0
279,20000,nasi,24,1
280,35000,nasi,2,0
281,25000,snackbox,9,0
282,75000,snackbox,16,1
283,25000,nasi,7,0
284,100000,nasi,23,1
285,35000,makanan,9,0
286,50000,dessert,15,0
287,15000,nasi,2,0
288,35000,dessert,25,0
289,75000,makanan,12,0
290,10000,snackbox,14,0
291,15000,makanan,16,0
292,35000,snack,12,0
293,100000,makanan,15,0
294,15000,snackbox,12,0
295,15000,snackbox,18,0
296,100000,nasi,13,0
297,15000,makanan,20,0
298,25000,makanan,1,0
299,25000,makanan,12,1
300,15000,dessert,23,0
301,75000,nasi,1,1
302,25000,snack,17,0
303,15000,nasi,24,0
304,10000,snack,5,0
305,35000,nasi,21,1
306,35000,snack,18,0
307,10000,paket,19,0
308,35000,snack,13,0
309,35000,nasi,10,0
310,75000,snackbox,3,1
311,25000,dessert,13,0
312,20000,snackbox,18,0
313,10000,nasi,15,0
314,20000,nasi,14,0
315,100000,nasi,14,0
316,25000,dessert,14,0
317,75000,makanan,14,1
318,20000,nasi,2,0
319,35000,snackbox,25,0
320,50000,snackbox,10,0
321,75000,snack,4,0
322,35000,snack,25,0
323,10000,makanan,13,0
324,75000,snack,16,0
325,100000,snack,15,0
326,15000,paket,6,1
327,15000,snack,5,0
328,25000,snackbox,19,0
329,50000,paket,3,0
330,35000,dessert,22,0
331,20000,paket,23,0
332,15000,makanan,25,0
333,15000,makanan,11,0
334,10000,snack,12,0
335,35000,dessert,14,0
336,35000,makanan,13,0
337,25000,nasi,14,0
338,15000,snack,17,0
339,15000,snack,7,0
340,15000,snack,16,0
341,100000,dessert,12,0
342,10000,paket,6,0
343,25000,snackbox,24,1
344,75000,dessert,12,0
345,20000,snackbox,15,1
346,100000,nasi,24,1
347,50000,paket,25,1
348,35000,paket,13,0
349,20000,dessert,19,0
350,15000,nasi,3,0
351,75000,dessert,21,1
352,75000,dessert,17,0
353,35000,makanan,17,0
354,25000,makanan,23,0
355,20000,dessert,21,0
356,100000,paket,3,0
357,25000,dessert,2,1
358,100000,snack,5,0
359,75000,paket,12,0
360,35000,makanan,25,1
361,35000,snack,8,1
362,10000,makanan,2,0
363,100000,snackbox,9,0
364,15000,snack,6,1
365,75000,snackbox,6,1
366,50000,snackbox,24,0
367,25000,nasi,11,0
368,100000,nasi,13,0
369,100000,dessert,8,0
370,100000,dessert,15,0
371,50000,snack,15,1
372,10000,snackbox,7,0
373,35000,paket,24,0
374,50000,snack,14,0
375,50000,dessert,6,1
376,100000,snack,3,0
377,100000,paket,9,0
378,10000,makanan,2,0
379,25000,snackbox,11,0
380,50000,nasi,16,1
381,100000,snack,24,0
382,25000,snack,22,0
383,10000,dessert,21,0
384,35000,makanan,4,1
385,20000,paket,9,0
386,75000,dessert,16,1
387,100000,snackbox,12,0
388,75000,snackbox,6,0
389,15000,makanan,23,0
390,35000,paket,21,0
391,20000,snack,23,0
392,50000,paket,6,0
393,50000,snack,22,1
394,35000,nasi,9,0
395,100000,paket,10,1
396,25000,snackbox,25,0
397,75000,makanan,13,0
398,10000,nasi,6,1
399,10000,dessert,10,0
400,15000,nasi,12,0
401,50000,paket,18,0
402,75000,snack,16,0
403,75000,snackbox,12,0
404,10000,snack,14,0
405,35000,snackbox,16,1
406,20000,snack,23,0
407,35000,snack,5,0
408,25000,snack,16,0
409,10000,snackbox,6,0
410,100000,makanan,6,0
411,50000,snackbox,22,0
412,25000,paket,19,0
413,50000,makanan,21,0
414,10000,nasi,7,0
415,75000,makanan,11,0
416,25000,makanan,22,0
417,25000,nasi,10,0
418,25000,nasi,18,0
419,25000,nasi,7,0
420,25000,makanan,25,1
421,35000,snack,20,0
422,20000,makanan,10,0
423,15000,paket,18,0
424,15000,makanan,17,0
425,10000,makanan,10,0
426,25000,snack,10,0
427,75000,paket,12,0
428,20000,nasi,6,0
429,20000,makanan,4,0
430,10000,paket,21,0
431,20000,snackbox,18,0
432,25000,makanan,3,1
433,75000,nasi,10,0
434,100000,paket,25,0
435,35000,dessert,25,0
436,35000,makanan,11,1
437,20000,snackbox,16,0
438,15000,paket,22,0
439,75000,dessert,17,0
440,15000,snackbox,13,0
441,50000,snackbox,17,1
442,20000,makanan,16,0
443,15000,makanan,11,0
444,35000,paket,12,1
445,50000,nasi,24,1
446,35000,snack,15,0
447,25000,paket,21,1
448,10000,nasi,12,0
449,35000,makanan,20,0
450,25000,snackbox,2,0
451,75000,makanan,25,1
452,20000,nasi,21,0
453,15000,dessert,1,1
454,20000,paket,13,0
455,25000,snackbox,19,0
456,35000,snack,16,1
457,50000,snackbox,13,0
458,75000,makanan,25,0
459,50000,makanan,22,0
460,15000,paket,22,0
461,75000,paket,5,0
462,75000,nasi,25,0
463,75000,makanan,19,0
464,75000,paket,12,1
465,75000,snack,7,0
466,15000,nasi,23,0
467,50000,dessert,21,0
468,75000,paket,21,0
469,100000,makanan,13,0
470,100000,snack,14,1
471,15000,snack,19,0
472,25000,paket,17,0
473,35000,paket,10,0
474,10000,nasi,7,0
475,20000,dessert,8,1
476,50000,dessert,10,1
477,10000,paket,2,1
478,15000,nasi,6,0
479,75000,makanan,3,0
480,25000,snackbox,25,1
481,15000,snackbox,12,0
482,15000,nasi,1,0
483,25000,paket,1,0
484,15000,dessert,25,0
485,10000,snack,18,0
486,20000,makanan,5,0
487,35000,nasi,4,0
488,15000,dessert,10,1
489,15000,snackbox,7,0
490,25000,makanan,7,0
491,25000,paket,14,0
492,100000,paket,17,0
493,75000,snackbox,20,0
494,75000,dessert,9,0
495,10000,makanan,1,0
496,50000,makanan,8,0
497,100000,dessert,16,1
498,75000,dessert,2,1
499,25000,nasi,17,0
500,35000,nasi,5,0
501,35000,snackbox,14,0
502,15000,paket,18,0
503,10000,dessert,8,0
504,25000,snackbox,7,0
505,25000,dessert,18,0
506,10000,makanan,16,0
507,35000,dessert,8,1
508,75000,snackbox,5,0
509,15000,makanan,15,0
510,10000,dessert,17,0
511,75000,snackbox,21,0
512,10000,nasi,7,0
513,25000,snackbox,2,0
514,35000,snack,20,0
515,75000,snack,24,0
516,10000,dessert,10,0
517,20000,snackbox,11,0
518,35000,dessert,23,0
519,15000,nasi,1,0
520,35000,makanan,10,0
521,20000,makanan,17,0
522,75000,dessert,20,0
523,50000,dessert,20,0
524,75000,snackbox,4,0
525,100000,nasi,19,1
526,15000,nasi,11,0
527,25000,snackbox,22,0
528,35000,paket,6,0
529,15000,snack,3,1
530,15000,dessert,12,0
531,25000,snackbox,6,0
532,50000,nasi,19,0
533,50000,snack,14,0
534,25000,nasi,13,0
535,35000,paket,24,0
536,10000,paket,2,0
537,10000,snack,8,1
538,20000,makanan,8,1
539,25000,paket,21,0
540,50000,paket,25,0
541,75000,nasi,23,1
542,10000,dessert,23,0
543,50000,snackbox,12,0
544,25000,paket,3,0
545,75000,makanan,1,0
546,50000,dessert,15,1
547,75000,paket,19,0
548,20000,snack,9,1
549,50000,dessert,20,0
550,35000,makanan,22,0
551,10000,makanan,17,0
552,10000,paket,5,0
553,10000,snackbox,2,1
554,100000,snackbox,17,1
555,35000,snackbox,19,1
556,35000,snack,22,0
557,35000,nasi,7,0
558,35000,nasi,1,1
559,20000,dessert,7,1
560,20000,snackbox,20,0
561,50000,snack,19,1
562,25000,snackbox,16,1
563,50000,paket,6,0
564,100000,snackbox,15,1
565,15000,paket,6,0
566,100000,dessert,18,0
567,25000,nasi,25,0
568,75000,nasi,17,0
569,100000,snack,11,0
570,75000,paket,9,0
571,25000,dessert,18,0
572,75000,snackbox,18,0
573,25000,makanan,22,1
574,75000,snack,25,0
575,15000,snack,1,0
576,25000,snackbox,4,0
577,25000,dessert,5,1
578,15000,makanan,7,1
579,35000,dessert,19,0
580,25000,dessert,22,0
581,20000,makanan,19,0
582,25000,paket,15,0
583,50000,dessert,22,0
584,35000,nasi,11,0
585,75000,dessert,2,1
586,20000,snackbox,9,0
587,25000,snack,16,0
588,35000,snack,2,0
589,50000,snack,25,0
590,100000,nasi,15,1
591,15000,makanan,25,0
592,75000,dessert,23,1
593,75000,nasi,4,0
594,100000,dessert,5,1
595,100000,makanan,21,0
596,10000,nasi,24,0
597,50000,nasi,18,1
598,35000,makanan,25,1
599,100000,dessert,19,0
600,50000,nasi,24,1
601,50000,snackbox,14,0
602,75000,snack,20,0
603,10000,snackbox,11,0
604,20000,nasi,11,0
605,25000,nasi,11,0
606,35000,nasi,25,1
607,50000,nasi,12,0
608,50000,snackbox,10,0
609,25000,nasi,23,1
610,25000,paket,25,0
611,50000,nasi,18,1
612,35000,dessert,2,1
613,20000,snack,12,0
614,10000,paket,22,0
615,100000,nasi,14,0
616,35000,nasi,18,1
617,25000,snack,12,1
618,100000,snackbox,23,0
619,10000,snack,16,0
620,100000,dessert,11,0
621,100000,snackbox,15,0
622,75000,dessert,5,1
623,15000,dessert,5,1
624,50000,nasi,16,0
625,50000,snack,23,0
626,20000,paket,21,0
627,35000,makanan,7,0
628,25000,makanan,17,0
629,25000,nasi,5,1
630,100000,nasi,11,0
631,100000,nasi,17,1
632,20000,snack,15,0
633,35000,snackbox,8,0
634,20000,makanan,14,0
635,35000,dessert,23,1
636,10000,paket,22,0
637,25000,snack,8,1
638,75000,dessert,16,1
639,15000,nasi,7,0
640,75000,makanan,18,0
641,75000,dessert,24,0
642,20000,makanan,14,0
643,25000,snackbox,15,1
644,50000,nasi,23,1
645,20000,makanan,25,1
646,25000,makanan,19,0
647,20000,snack,15,0
648,10000,makanan,6,1
649,75000,dessert,25,0
650,35000,nasi,22,1
651,35000,dessert,8,0
652,20000,paket,19,0
653,35000,snackbox,11,0
654,75000,dessert,6,1
655,20000,snack,18,0
656,50000,paket,19,0
657,75000,snackbox,18,0
658,10000,snack,11,0
659,25000,paket,18,0
660,75000,snack,18,0
661,50000,snack,23,1
662,10000,dessert,2,1
663,75000,makanan,21,0
664,35000,makanan,12,1
665,75000,paket,13,1
666,10000,nasi,10,0
667,75000,snackbox,20,0
668,15000,makanan,13,0
669,15000,paket,2,0
670,100000,nasi,18,1
671,75000,makanan,14,0
672,10000,snack,12,0
673,35000,snackbox,12,1
674,50000,makanan,23,1
675,50000,dessert,17,0
676,35000,nasi,10,0
677,75000,nasi,6,1
678,75000,paket,12,1
679,15000,makanan,11,0
680,35000,snack,5,0
681,25000,dessert,25,0
682,75000,dessert,15,0
683,35000,paket,12,1
684,25000,paket,14,0
685,10000,snack,20,0
686,75000,dessert,9,0
687,20000,snackbox,14,0
688,15000,makanan,15,0
689,10000,makanan,13,0
690,50000,snackbox,5,1
691,10000,paket,12,0
692,50000,paket,2,0
693,75000,paket,16,0
694,20000,paket,6,0
695,25000,dessert,12,1
696,20000,snack,21,0
697,20000,nasi,6,1
698,10000,paket,18,0
699,35000,makanan,15,0
700,35000,nasi,23,1
701,15000,makanan,4,0
702,15000,snackbox,11,0
703,25000,makanan,21,0
704,15000,snack,3,1
705,100000,paket,5,1
706,25000,snack,4,0
707,15000,paket,18,0
708,25000,nasi,16,1
709,35000,nasi,22,1
710,20000,makanan,18,0
711,35000,snack,18,0
712,100000,paket,19,0
713,100000,nasi,23,1
714,25000,nasi,22,1
715,35000,paket,25,0
716,10000,makanan,18,0
717,100000,paket,22,0
718,100000,paket,24,0
719,25000,snack,16,0
720,50000,nasi,14,0
721,50000,nasi,13,0
722,10000,makanan,15,0
723,100000,paket,7,1
724,15000,dessert,1,0
725,20000,makanan,19,0
726,75000,makanan,25,1
727,35000,snack,14,0
728,50000,snack,21,0
729,10000,snackbox,20,0
730,35000,makanan,16,0
731,35000,paket,3,0
732,100000,dessert,5,1
733,10000,nasi,2,0
734,10000,snack,10,0
735,75000,paket,20,0
736,75000,snackbox,23,0
737,100000,paket,4,0
738,35000,snackbox,3,0
739,50000,makanan,11,0
740,20000,nasi,10,0
741,15000,dessert,25,0
742,25000,makanan,16,1
743,100000,makanan,13,0
744,20000,snackbox,2,0
745,75000,paket,23,0
746,35000,snack,6,0
747,35000,dessert,5,1
748,50000,nasi,25,1
749,20000,dessert,21,0
750,25000,paket,24,0
751,75000,makanan,23,0
752,35000,nasi,6,0
753,50000,makanan,18,1
754,20000,snackbox,20,0
755,25000,snackbox,3,0
756,75000,snack,1,0
757,100000,makanan,16,0
758,75000,snack,13,0
759,10000,snackbox,25,0
760,15000,snackbox,1,0
761,50000,makanan,14,0
762,50000,snack,16,1
763,50000,makanan,24,0
764,25000,paket,24,1
765,75000,nasi,25,0
766,50000,snack,22,0
767,20000,paket,3,0
768,10000,snack,8,0
769,50000,snack,2,1
770,25000,dessert,6,1
771,75000,paket,5,1
772,75000,dessert,16,1
773,25000,makanan,1,0
774,15000,makanan,9,0
775,100000,makanan,24,1
776,100000,dessert,14,1
777,10000,nasi,15,0
778,100000,snackbox,14,0
779,10000,paket,22,0
780,35000,snack,2,0
781,15000,snack,6,0
782,20000,paket,15,0
783,35000,makanan,15,1
784,10000,dessert,13,0
785,15000,dessert,4,1
786,25000,dessert,10,1
787,10000,paket,3,0
788,25000,paket,23,0
789,15000,paket,22,0
790,100000,makanan,11,0
791,50000,makanan,21,0
792,15000,makanan,14,0
793,75000,snackbox,16,1
794,75000,dessert,23,0
795,100000,dessert,4,1
796,75000,snack,6,0
797,100000,paket,17,1
798,10000,nasi,22,0
799,75000,makanan,3,0
800,25000,snackbox,20,0
801,15000,snack,2,0
802,20000,makanan,16,0
803,50000,paket,16,0
804,20000,paket,17,0
805,20000,snack,19,0
806,25000,paket,5,0
807,20000,paket,4,0
808,20000,dessert,7,1
809,100000,snackbox,18,0
810,25000,snackbox,8,0
811,35000,snack,23,0
812,75000,paket,5,1
813,25000,nasi,19,1
814,10000,nasi,25,0
815,25000,makanan,15,0
816,50000,makanan,21,0
817,100000,snack,8,1
818,35000,snackbox,19,0
819,20000,makanan,19,0
820,20000,snackbox,12,0
821,50000,nasi,4,0
822,10000,dessert,11,0
823,75000,paket,18,0
824,75000,nasi,21,1
825,75000,snackbox,11,0
826,25000,paket,10,0
827,25000,paket,24,0
828,15000,dessert,19,0
829,25000,paket,4,0
830,35000,nasi,20,1
831,20000,dessert,18,0
832,100000,nasi,5,1
833,50000,snackbox,12,0
834,25000,snack,8,1
835,15000,nasi,23,0
836,50000,dessert,2,1
837,35000,dessert,14,0
838,20000,paket,2,1
839,15000,nasi,1,0
840,10000,snackbox,20,0
841,20000,makanan,17,0
842,100000,dessert,12,1
843,75000,snackbox,13,0
844,15000,dessert,12,0
845,50000,snack,19,1
846,100000,makanan,22,0
847,15000,snack,15,0
848,35000,nasi,13,0
849,20000,snackbox,13,0
850,20000,nasi,21,0
851,15000,snackbox,8,1
852,50000,makanan,4,0
853,25000,makanan,19,0
854,50000,snack,3,0
855,25000,snack,9,1
856,10000,snackbox,24,0
857,100000,snack,9,1
858,50000,paket,5,1
859,10000,snackbox,10,0
860,75000,snack,7,0
861,35000,snackbox,9,0
862,25000,makanan,22,0
863,20000,paket,14,0
864,15000,nasi,6,0
865,15000,snack,25,0
866,35000,makanan,12,0
867,15000,nasi,10,0
868,100000,snack,19,0
869,35000,snack,20,0
870,15000,dessert,1,1
871,50000,paket,24,0
872,10000,dessert,18,0
873,100000,snack,5,0
874,100000,dessert,11,0
875,20000,snackbox,7,0
876,50000,makanan,1,0
877,50000,makanan,4,1
878,100000,paket,22,0
879,25000,snackbox,21,0
880,50000,snackbox,6,1
881,15000,nasi,10,0
882,20000,dessert,14,0
883,20000,snackbox,16,0
884,10000,dessert,7,0
885,15000,paket,7,0
886,50000,dessert,16,0
887,100000,dessert,21,0
888,20000,nasi,21,0
889,50000,paket,2,0
890,35000,makanan,19,0
891,50000,nasi,22,1
892,50000,snack,22,0
893,25000,paket,19,0
894,10000,dessert,6,1
895,35000,snack,6,1
896,15000,snackbox,23,0
897,35000,dessert,11,0
898,20000,nasi,6,0
899,35000,snack,10,0
900,50000,snackbox,6,0
901,100000,snackbox,18,0
902,15000,dessert,10,1
903,15000,snackbox,22,0
904,35000,dessert,14,0
905,50000,makanan,14,0
906,75000,snack,10,0
907,20000,nasi,19,0
908,100000,snack,16,0
909,20000,nasi,17,0
910,25000,nasi,17,0
911,50000,dessert,12,0
912,100000,paket,24,0
913,75000,makanan,16,0
914,25000,dessert,9,0
915,25000,dessert,19,0
916,35000,snack,5,0
917,20000,snack,10,0
918,15000,nasi,20,0
919,50000,snack,3,0
920,75000,dessert,10,1
921,35000,makanan,14,0
922,100000,paket,16,0
923,75000,paket,20,0
924,35000,snackbox,23,0
925,15000,dessert,8,0
926,20000,paket,20,0
927,75000,paket,8,0
928,100000,dessert,1,1
929,50000,snackbox,20,0
930,100000,nasi,7,0
931,75000,snack,13,0
932,20000,snackbox,15,1
933,15000,snack,9,1
934,75000,paket,21,0
935,25000,snackbox,24,0
936,15000,snack,1,1
937,20000,snackbox,14,0
938,75000,snackbox,3,0
939,100000,makanan,12,1
940,50000,paket,19,0
941,15000,snack,10,1
942,20000,snack,9,1
943,50000,snackbox,1,0
944,25000,snack,15,0
945,20000,snackbox,21,0
946,20000,nasi,8,0
947,50000,nasi,14,0
948,35000,paket,1,1
949,20000,dessert,19,0
950,50000,paket,10,0
951,50000,dessert,6,1
952,50000,nasi,23,1
953,20000,nasi,9,1
954,15000,makanan,7,0
955,75000,snackbox,3,1
956,35000,makanan,11,0
957,100000,snack,19,0
958,35000,snack,7,0
959,75000,makanan,7,0
960,15000,nasi,1,0
961,10000,paket,16,0
962,100000,snack,18,0
963,25000,snackbox,3,0
964,10000,paket,15,0
965,100000,makanan,11,0
966,35000,snackbox,19,0
967,50000,makanan,11,0
968,35000,snackbox,4,0
969,35000,makanan,10,0
970,15000,nasi,21,0
971,50000,makanan,17,0
972,25000,snackbox,7,1
973,35000,snackbox,24,0
974,35000,dessert,3,1
975,75000,snackbox,8,1
976,35000,snack,25,1
977,75000,dessert,21,0
978,35000,snack,2,0
979,100000,makanan,13,0
980,35000,snack,9,1
981,35000,paket,21,0
982,35000,dessert,8,0
983,50000,snack,4,0
984,50000,makanan,18,1
985,100000,snackbox,3,0
986,15000,paket,25,0
987,100000,nasi,25,0
988,20000,snackbox,8,0
989,100000,snackbox,19,0
990,15000,nasi,2,0
991,20000,nasi,9,0
992,75000,makanan,13,1
993,15000,paket,6,1
994,100000,dessert,22,1
995,25000,paket,8,0
996,25000,nasi,23,1
997,15000,snackbox,3,1
998,75000,dessert,6,1
999,25000,snack,13,0
1000,100000,makanan,9,0
1001,25000,makanan,12,0
1002,10000,paket,20,0
1003,25000,paket,15,0
1004,50000,snack,1,0
1005,35000,snack,2,0
1006,15000,snack,5,0
1007,50000,dessert,3,1
1008,35000,snack,2,0
1009,20000,paket,8,0
1010,35000,paket,6,0
1011,25000,snackbox,12,0
1012,10000,snackbox,14,0
1013,15000,nasi,13,0
1014,10000,paket,22,0
1015,20000,snackbox,14,0
1016,75000,snack,22,0
1017,50000,dessert,9,0
1018,20000,nasi,13,0
1019,100000,snack,23,0
1020,100000,snackbox,6,0
1021,75000,snack,13,0
1022,25000,snackbox,19,0
1023,35000,paket,21,0
1024,10000,snackbox,10,0
1025,15000,snackbox,4,0
1026,75000,snackbox,21,1
1027,75000,paket,12,1
1028,50000,snackbox,23,0
1029,100000,nasi,19,1
1030,50000,nasi,2,0
1031,75000,paket,5,0
1032,75000,snackbox,15,1
1033,15000,dessert,17,0
1034,100000,snackbox,17,1
1035,25000,nasi,17,0
1036,25000,snackbox,18,1
1037,100000,snackbox,21,0
1038,15000,dessert,16,0
1039,15000,snackbox,12,0
1040,50000,snackbox,25,0
1041,35000,makanan,16,0
1042,35000,nasi,22,1
1043,75000,nasi,14,0
1044,100000,dessert,15,0
1045,10000,snack,19,0
1046,100000,snack,14,0
1047,25000,paket,1,0
1048,15000,makanan,19,0
1049,35000,snack,16,1
1050,100000,dessert,1,1
1051,50000,makanan,24,0
1052,50000,makanan,8,0
1053,25000,snackbox,15,1
1054,10000,snackbox,25,0
1055,20000,snackbox,1,0
1056,20000,paket,5,0
1057,35000,paket,13,0
1058,15000,snack,21,0
1059,35000,snack,25,0
1060,75000,paket,9,0
1061,15000,makanan,23,0
1062,20000,snack,24,0
1063,35000,snackbox,21,1
1064,75000,snack,25,0
1065,35000,makanan,3,0
1066,75000,snackbox,11,0
1067,15000,snackbox,21,0
1068,25000,makanan,1,0
1069,20000,snack,11,0
1070,50000,nasi,9,0
1071,50000,snackbox,16,0
1072,20000,paket,12,0
1073,25000,snack,10,0
1074,15000,snackbox,22,0
1075,20000,dessert,10,1
1076,50000,nasi,5,0
1077,35000,dessert,16,0
1078,15000,paket,12,0
1079,75000,snackbox,23,1
1080,15000,nasi,24,0
